person_id,publication_id,author_position,raw_author_name,is_corresponding,sort_order
W2104549677-person-95,W2104549677,middle,Illumina,0,95
W2104549677-person-96,W2104549677,middle,David R. Bentley,0,96
A5113658176,W2104549677,middle,Russell Grocock,0,97
W2104549677-person-98,W2104549677,middle,Sean Humphray,0,98
A5039537064,W2104549677,middle,Terena James,0,99
A5001226970,W2919115771,first,Yann LeCun,1,0
A5086198262,W2919115771,middle,Yoshua Bengio,0,1
A5108093963,W2919115771,last,Geoffrey Hinton,0,2
A5008904142,W2145339207,first,Volodymyr Mnih,1,0
A5090341705,W2145339207,middle,Koray Kavukcuoglu,0,1
A5091771290,W2145339207,middle,David Silver,0,2
A5101742327,W2145339207,middle,Andrei A. Rusu,0,3
A5060709021,W2145339207,middle,Joel Veness,0,4
A5001087292,W2145339207,middle,Marc G. Bellemare,0,5
A5043473089,W2145339207,middle,Alex Graves,0,6
A5041323275,W2145339207,middle,Martin Riedmiller,0,7
A5032865587,W2145339207,middle,Andreas K. Fidjeland,0,8
A5016618355,W2145339207,middle,Georg Ostrovski,0,9
A5050109164,W2145339207,middle,Stig Petersen,0,10
A5018388854,W2145339207,middle,Charles Beattie,0,11
A5012250683,W2145339207,middle,Amir Sadik,0,12
A5021217383,W2145339207,middle,Ioannis Antonoglou,0,13
A5048371195,W2145339207,middle,Helen King,0,14
A5048551460,W2145339207,middle,Dharshan Kumaran,0,15
A5053990531,W2145339207,middle,Daan Wierstra,0,16
A5008987732,W2145339207,middle,Shane Legg,0,17
A5005349213,W2145339207,last,Demis Hassabis,0,18
A5035037595,W2259938310,first,,1,0
A5055227491,W2006318126,first,M. Armand,1,0
A5110244260,W2006318126,last,J.-M. Tarascon,0,1
A5072248970,W2125284466,first,K. S. Novoselov,1,0
A5058357018,W2125284466,middle,A. K. Geim,0,1
A5088527376,W2125284466,middle,S. V. Morozov,0,2
A5024028137,W2125284466,middle,D. Jiang,0,3
A5076142044,W2125284466,middle,M. I. Katsnelson,0,4
A5076577191,W2125284466,middle,I. V. Grigorieva,0,5
A5072442751,W2125284466,middle,S. V. Dubonos,0,6
A5001198014,W2125284466,last,A. A. Firsov,0,7
A5108140420,W2168909179,first,Eric S. Lander,1,0
A5091229340,W2168909179,middle,Lauren M. Linton,0,1
A5021669455,W2168909179,middle,Bruce Birren,0,2
A5049581540,W2168909179,middle,Chad Nusbaum,0,3
A5038698652,W2168909179,middle,Michael C. Zody,0,4
A5089295208,W2168909179,middle,Jennifer Baldwin,0,5
A5080184036,W2168909179,middle,Keri Devon,0,6
A5066338056,W2168909179,middle,Ken Dewar,0,7
A5058847615,W2168909179,middle,Michael Doyle,0,8
A5006631993,W2168909179,middle,William FitzHugh,0,9
A5111904241,W2168909179,middle,Roel Funke,0,10
A5001383727,W2168909179,middle,Diane Gage,0,11
A5010992080,W2168909179,middle,Katrina Harris,0,12
A5039655262,W2168909179,middle,Andrew Heaford,0,13
A5088982920,W2168909179,middle,John Howland,0,14
A5079561126,W2168909179,middle,Lisa Kann,0,15
A5040260262,W2168909179,middle,Jessica Lehoczky,0,16
A5045625713,W2168909179,middle,Rosie LeVine,0,17
A5048963768,W2168909179,middle,Paul McEwan,0,18
A5023416939,W2168909179,middle,Kevin McKernan,0,19
A5087297252,W2168909179,middle,James Meldrim,0,20
A5077622597,W2168909179,middle,Jill P. Mesirov,0,21
A5029081403,W2168909179,middle,Cher Miranda,0,22
A5109400070,W2168909179,middle,William Morris,0,23
A5025514420,W2168909179,middle,Jerome Naylor,0,24
A5108778543,W2168909179,middle,Christina Raymond,0,25
A5001820478,W2168909179,middle,Mark Rosetti,0,26
A5043077854,W2168909179,middle,Ralph Santos,0,27
A5034317303,W2168909179,middle,Andrew Sheridan,0,28
A5080618346,W2168909179,middle,Carrie Sougnez,0,29
A5090716657,W2168909179,middle,Nicole Stange-Thomann,0,30
A5071769479,W2168909179,middle,Nikola Stojanovic,0,31
A5109532899,W2168909179,middle,Aravind Subramanian,0,32
A5010677873,W2168909179,middle,Dudley Wyman,0,33
A5107841318,W2168909179,middle,Jane Rogers,0,34
A5018043809,W2168909179,middle,John Sulston,0,35
A5110225175,W2168909179,middle,Rachael Ainscough,0,36
A5017588786,W2168909179,middle,Stephan Beck,0,37
A5109214093,W2168909179,middle,David Bentley,0,38
A5111898752,W2168909179,middle,John Burton,0,39
A5048041187,W2168909179,middle,Christopher Clee,0,40
A5102094687,W2168909179,middle,Nigel Carter,0,41
A5110225174,W2168909179,middle,Alan Coulson,0,42
A5022965952,W2168909179,middle,Rebecca Deadman,0,43
A5082712082,W2168909179,middle,Panos Deloukas,0,44
A5082633816,W2168909179,middle,Andrew Dunham,0,45
A5012080038,W2168909179,middle,Ian Dunham,0,46
A5082040351,W2168909179,middle,Richard Durbin,0,47
A5050511926,W2168909179,middle,Lisa French,0,48
A5006835973,W2168909179,middle,Darren Grafham,0,49
A5004078699,W2168909179,middle,Simon Gregory,0,50
A5007549481,W2168909179,middle,Tim Hubbard,0,51
A5035692364,W2168909179,middle,Sean Humphray,0,52
A5102019094,W2168909179,middle,Adrienne Hunt,0,53
A5103897730,W2168909179,middle,Matthew Jones,0,54
A5041308386,W2168909179,middle,Christine Lloyd,0,55
A5081044991,W2168909179,middle,Amanda McMurray,0,56
A5104349268,W2168909179,middle,Lucy Matthews,0,57
A5007133493,W2168909179,middle,Simon Mercer,0,58
A5002456982,W2168909179,middle,Sarah Milne,0,59
A5072393754,W2168909179,middle,James C. Mullikin,0,60
A5052194762,W2168909179,middle,Andrew Mungall,0,61
A5043582447,W2168909179,middle,Robert Plumb,0,62
A5104275873,W2168909179,middle,Mark Ross,0,63
A5044012216,W2168909179,middle,Ratna Shownkeen,0,64
A5023083359,W2168909179,middle,Sarah Sims,0,65
A5074206499,W2168909179,middle,Robert H. Waterston,1,66
A5105786443,W2168909179,middle,Richard K. Wilson,0,67
A5106316839,W2168909179,middle,LaDeana W. Hillier,0,68
A5047690257,W2168909179,middle,John D. McPherson,0,69
A5070061359,W2168909179,middle,Marco A. Marra,0,70
A5054642128,W2168909179,middle,Elaine R. Mardis,0,71
A5108080792,W2168909179,middle,Lucinda A. Fulton,0,72
A5023572924,W2168909179,middle,Asif T. Chinwalla,0,73
A5002017954,W2168909179,middle,Kymberlie H. Pepin,0,74
A5019579037,W2168909179,middle,Warren R. Gish,0,75
A5050119930,W2168909179,middle,Stephanie L. Chissoe,0,76
A5033154286,W2168909179,middle,Michael C. Wendl,0,77
A5041520404,W2168909179,middle,Kim D. Delehaunty,0,78
A5034614889,W2168909179,middle,Tracie L. Miner,0,79
A5025839359,W2168909179,middle,Andrew Delehaunty,0,80
A5069466922,W2168909179,middle,Jason B. Kramer,0,81
A5102746555,W2168909179,middle,Lisa L. Cook,0,82
A5061026009,W2168909179,middle,Robert S. Fulton,0,83
A5071858954,W2168909179,middle,Douglas L. Johnson,0,84
A5006986395,W2168909179,middle,Patrick J. Minx,0,85
A5081176388,W2168909179,middle,Sandra W. Clifton,0,86
A5018212413,W2168909179,middle,Trevor Hawkins,0,87
A5082519222,W2168909179,middle,Elbert Branscomb,0,88
A5020071768,W2168909179,middle,Paul Predki,0,89
A5108082201,W2168909179,middle,Paul Richardson,0,90
A5022255729,W2168909179,middle,Sarah Wenning,0,91
A5110462789,W2168909179,middle,Tom Slezak,0,92
A5010297697,W2168909179,middle,Norman Doggett,0,93
A5021042434,W2168909179,middle,Jan-Fang Cheng,0,94
A5105408392,W2168909179,middle,Anne Olsen,0,95
A5106716980,W2168909179,middle,Susan Lucas,0,96
A5071062782,W2168909179,middle,Christopher Elkin,0,97
A5034994000,W2168909179,middle,Edward Uberbacher,0,98
A5109158404,W2168909179,middle,Marvin Frazier,0,99
A5111563280,W1949231392,first,J.-M. Tarascon,1,0
A5055227491,W1949231392,last,M. Armand,0,1
A5109070857,W2162348455,first,Norman Myers,1,0
A5030139784,W2162348455,middle,Russell A. Mittermeier,0,1
A5032949045,W2162348455,middle,Cristina G. Mittermeier,0,2
A5114911266,W2162348455,middle,Gustavo A. B. da Fonseca,0,3
A5003153552,W2162348455,last,Jennifer Kent,0,4
A5062498736,W2097255042,first,Charles M. Perou,1,0
A5052676245,W2097255042,middle,Therese Sørlie,0,1
A5068063822,W2097255042,middle,Michael B. Eisen,0,2
A5023048831,W2097255042,middle,Matt van de Rijn,0,3
A5017044520,W2097255042,middle,Stefanie S. Jeffrey,0,4
A5087718708,W2097255042,middle,Christian A. Rees,0,5
A5008936074,W2097255042,middle,Jonathan R. Pollack,0,6
A5109308016,W2097255042,middle,Douglas T. Ross,0,7
A5010451213,W2097255042,middle,Hilde Johnsen,0,8
A5068445062,W2097255042,middle,Lars A. Akslen,0,9
A5016467945,W2097255042,middle,Øystein Fluge,0,10
A5086953586,W2097255042,middle,Alexander Pergamenschikov,0,11
A5021314151,W2097255042,middle,Cheryl Williams,0,12
A5078993134,W2097255042,middle,Shirley X. Zhu,0,13
A5035837487,W2097255042,middle,Per E. Lønning,0,14
A5083875677,W2097255042,middle,Anne-Lise Børresen-Dale,0,15
A5065906655,W2097255042,middle,Patrick O. Brown,0,16
A5077542898,W2097255042,last,David Botstein,0,17
A5000679279,W2112090702,first,Duncan J. Watts,1,0
A5029418921,W2112090702,last,Steven H. Strogatz,0,1
A5091724650,W2746485780,first,Robert Costanza,1,0
A5002260826,W2746485780,middle,Ralph d'Arge,0,1
A5086038630,W2746485780,middle,Rudolf de Groot,0,2
A5024881899,W2746485780,middle,Stephen Farber,0,3
A5080683619,W2746485780,middle,Monica Grasso,0,4
A5030681852,W2746485780,middle,Bruce Hannon,0,5
A5075209458,W2746485780,middle,Karin Limburg,0,6
A5033867997,W2746485780,middle,Shahid Naeem,0,7
A5108290426,W2746485780,middle,Robert V. O'Neill,0,8
A5081565412,W2746485780,middle,Jose Paruelo,0,9
A5109886075,W2746485780,middle,Robert G. Raskin,0,10
A5017913101,W2746485780,middle,Paul Sutton,0,11
A5089420094,W2746485780,last,Marjan van den Belt,0,12
A5015401603,W2042602209,first,C. T. Kresge,1,0
A5040774720,W2042602209,middle,M. E. Leonowicz,0,1
A5053242305,W2042602209,middle,W. J. Roth,0,2
A5109920665,W2042602209,middle,J. C. Vartuli,0,3
A5035957651,W2042602209,last,J. S. Beck,0,4
A5074738502,W1980216394,first,Brian O'Regan,1,0
A5109160404,W1980216394,last,Michael Grätzel,0,1
A5079749826,W2018858346,first,Sumio Iijima,1,0
A5048240638,W1498436455,first,David E. Rumelhart,1,0
A5108093963,W1498436455,middle,Geoffrey E. Hinton,0,1
A5112059424,W1498436455,last,Ronald J. Williams,0,2
A5050518847,W11476871,first,H. W. Kroto,1,0
A5087000600,W11476871,middle,J. R. Heath,0,1
A5103526070,W11476871,middle,S. C. O’Brien,0,2
A5050630131,W11476871,middle,R. F. Curl,0,3
A5015746014,W11476871,last,R. E. Smalley,0,4
A5040482719,W2030522563,first,G. KÖHLER,1,0
A5108412595,W2030522563,last,C. MILSTEIN,0,1
A5110769784,W2042492216,first,AKIRA FUJISHIMA,1,0
A5112072892,W2042492216,last,KENICHI HONDA,0,1
A5030122660,W2100837269,first,U. K. LAEMMLI,1,0
A5014309302,W2963276645,first,Evan Bolyen,1,0
A5045260328,W2963276645,middle,Jai Ram Rideout,0,1
A5044141437,W2963276645,middle,Matthew R. Dillon,0,2
A5000165682,W2963276645,middle,Nicholas A. Bokulich,0,3
A5012823292,W2963276645,middle,Christian C. Abnet,0,4
A5058766687,W2963276645,middle,Gabriel A. Al-Ghalith,0,5
A5013626144,W2963276645,middle,Harriet Alexander,0,6
A5091119492,W2963276645,middle,Eric J. Alm,0,7
A5058914957,W2963276645,middle,Manimozhiyan Arumugam,0,8
A5023870348,W2963276645,middle,Francesco Asnicar,0,9
A5100630907,W2963276645,middle,Yang Bai,0,10
A5068812632,W2963276645,middle,Jordan E. Bisanz,0,11
A5066967353,W2963276645,middle,Kyle Bittinger,0,12
A5051319454,W2963276645,middle,Asker Brejnrod,0,13
A5000856048,W2963276645,middle,Colin J. Brislawn,0,14
A5036229691,W2963276645,middle,C. Titus Brown,0,15
A5027561072,W2963276645,middle,Benjamin J. Callahan,0,16
A5012057261,W2963276645,middle,Andrés Mauricio Caraballo-Rodríguez,0,17
A5104274724,W2963276645,middle,John Chase,0,18
A5012356079,W2963276645,middle,Emily K. Cope,0,19
A5063348766,W2963276645,middle,Ricardo Da Silva,0,20
A5004117093,W2963276645,middle,Christian Diener,0,21
A5082720301,W2963276645,middle,Pieter C. Dorrestein,0,22
A5001579116,W2963276645,middle,Gavin M. Douglas,0,23
A5021434656,W2963276645,middle,Daniel M. Durall,0,24
A5078594398,W2963276645,middle,Claire Duvallet,0,25
A5081796051,W2963276645,middle,Christian F. Edwardson,0,26
A5010086188,W2963276645,middle,Madeleine Ernst,0,27
A5049341324,W2963276645,middle,Mehrbod Estaki,0,28
A5023589584,W2963276645,middle,Jennifer Fouquier,0,29
A5032648643,W2963276645,middle,Julia M. Gauglitz,0,30
A5064118261,W2963276645,middle,Sean M. Gibbons,0,31
A5037837504,W2963276645,middle,Deanna L. Gibson,0,32
A5101532298,W2963276645,middle,Antonio Gonzalez,0,33
A5000991724,W2963276645,middle,Kestrel Gorlick,0,34
A5021380321,W2963276645,middle,Jiarong Guo,0,35
A5063135788,W2963276645,middle,Benjamin Hillmann,0,36
A5003674456,W2963276645,middle,Susan Holmes,0,37
A5072721379,W2963276645,middle,Hannes Holste,0,38
A5008844345,W2963276645,middle,Curtis Huttenhower,0,39
A5091335490,W2963276645,middle,Gavin A. Huttley,0,40
A5065650315,W2963276645,middle,Stefan Janssen,0,41
A5084397587,W2963276645,middle,Alan K. Jarmusch,0,42
A5066665482,W2963276645,middle,Lingjing Jiang,0,43
A5069233200,W2963276645,middle,Benjamin D. Kaehler,0,44
A5024849145,W2963276645,middle,Kyo Bin Kang,0,45
A5043637496,W2963276645,middle,Christopher R. Keefe,0,46
A5045601734,W2963276645,middle,Paul Keim,0,47
A5049973896,W2963276645,middle,Scott T. Kelley,0,48
A5082358375,W2963276645,middle,Dan Knights,0,49
A5046633037,W2963276645,middle,Irina Koester,0,50
A5084827722,W2963276645,middle,Tomasz Kosciolek,0,51
A5089511913,W2963276645,middle,Jorden Kreps,0,52
A5061354858,W2963276645,middle,Morgan G. I. Langille,0,53
A5003368129,W2963276645,middle,Joslynn Lee,0,54
A5066589732,W2963276645,middle,Ruth Ley,0,55
A5100765918,W2963276645,middle,Yong-Xin Liu,0,56
A5047818038,W2963276645,middle,Erikka Loftfield,0,57
A5086938254,W2963276645,middle,Catherine Lozupone,0,58
A5090166556,W2963276645,middle,Massoud Maher,0,59
A5009540046,W2963276645,middle,Clarisse Marotz,0,60
A5022081563,W2963276645,middle,Bryan D. Martin,0,61
A5022461817,W2963276645,middle,Daniel McDonald,0,62
A5055202207,W2963276645,middle,Lauren J. McIver,0,63
A5011189475,W2963276645,middle,Alexey V. Melnik,0,64
A5081142594,W2963276645,middle,Jessica L. Metcalf,0,65
A5091486856,W2963276645,middle,Sydney C. Morgan,0,66
A5039009666,W2963276645,middle,Jamie T. Morton,0,67
A5015750563,W2963276645,middle,Ahmad Turan Naimey,0,68
A5007031983,W2963276645,middle,Jose A. Navas-Molina,0,69
A5081815233,W2963276645,middle,Louis Felix Nothias,0,70
A5090259722,W2963276645,middle,Stephanie B. Orchanian,0,71
A5019273406,W2963276645,middle,Talima Pearson,0,72
A5017863068,W2963276645,middle,Samuel L. Peoples,0,73
A5012059205,W2963276645,middle,Daniel Petras,0,74
A5034532474,W2963276645,middle,Mary Lai Preuss,0,75
A5003436229,W2963276645,middle,Elmar Pruesse,0,76
A5009625579,W2963276645,middle,Lasse Buur Rasmussen,0,77
A5085522942,W2963276645,middle,Adam Rivers,0,78
A5028011279,W2963276645,middle,Michael S. Robeson,0,79
A5068955749,W2963276645,middle,Patrick Rosenthal,0,80
A5068576885,W2963276645,middle,Nicola Segata,0,81
A5033941906,W2963276645,middle,Michael Shaffer,0,82
A5073261976,W2963276645,middle,Arron Shiffer,0,83
A5084125220,W2963276645,middle,Rashmi Sinha,0,84
A5007034049,W2963276645,middle,Se Jin Song,0,85
A5045792442,W2963276645,middle,John R. Spear,0,86
A5005856984,W2963276645,middle,Austin D. Swafford,0,87
A5010836192,W2963276645,middle,Luke R. Thompson,0,88
A5058418462,W2963276645,middle,Pedro J. Torres,0,89
W2963276645-person-90,W2963276645,middle,Pauline Trinh,0,90
A5060283036,W2963276645,middle,Anupriya Tripathi,0,91
A5079232459,W2963276645,middle,Peter J. Turnbaugh,0,92
A5003179870,W2963276645,middle,Sabah Ul-Hasan,0,93
A5075156076,W2963276645,middle,Justin J. J. van der Hooft,0,94
A5086305028,W2963276645,middle,Fernando Vargas,0,95
A5024143614,W2963276645,middle,Yoshiki Vázquez-Baeza,0,96
A5080956415,W2963276645,middle,Emily Vogtmann,0,97
A5072785379,W2963276645,middle,Max von Hippel,0,98
A5025148058,W2963276645,middle,William Walters,0,99
A5063303706,W2126419817,first,Manfred G Grabherr,1,0
A5019458580,W2126419817,middle,Brian J Haas,0,1
A5013265313,W2126419817,middle,Moran Yassour,0,2
A5024425176,W2126419817,middle,Joshua Z Levin,0,3
A5048267912,W2126419817,middle,Dawn A Thompson,0,4
A5048280875,W2126419817,middle,Ido Amit,0,5
A5080948604,W2126419817,middle,Xian Adiconis,0,6
W2126419817-person-7,W2126419817,middle,Lin Fan,0,7
A5070853960,W2126419817,middle,Raktima Raychowdhury,0,8
A5101506692,W2126419817,middle,Qiandong Zeng,0,9
A5100718751,W2126419817,middle,Zehua Chen,0,10
A5111906486,W2126419817,middle,Evan Mauceli,0,11
A5048859270,W2126419817,middle,Nir Hacohen,0,12
A5109465150,W2126419817,middle,Andreas Gnirke,0,13
A5004708181,W2126419817,middle,Nicholas Rhind,0,14
A5101410245,W2126419817,middle,Federica di Palma,0,15
A5021669455,W2126419817,middle,Bruce W Birren,0,16
A5049581540,W2126419817,middle,Chad Nusbaum,0,17
A5007985109,W2126419817,middle,Kerstin Lindblad-Toh,0,18
A5076999649,W2126419817,middle,Nir Friedman,0,19
A5004067604,W2126419817,last,Aviv Regev,0,20
A5014218807,W2021341670,first,James T Robinson,1,0
A5033125816,W2021341670,middle,Helga Thorvaldsdóttir,0,1
A5078967801,W2021341670,middle,Wendy Winckler,0,2
A5052599603,W2021341670,middle,Mitchell Guttman,0,3
A5020748592,W2021341670,middle,Eric S Lander,0,4
A5001392592,W2021341670,middle,Gad Getz,0,5
A5077622597,W2021341670,last,Jill P Mesirov,0,6
A5016854384,W2141458291,first,Cole Trapnell,1,0
A5101518313,W2141458291,middle,Brian A Williams,0,1
A5069088537,W2141458291,middle,Geo Pertea,0,2
A5074895828,W2141458291,middle,Ali Mortazavi,0,3
A5009489348,W2141458291,middle,Gordon Kwan,0,4
A5053676578,W2141458291,middle,Marijke J van Baren,0,5
A5010384159,W2141458291,middle,Steven L Salzberg,0,6
A5056820199,W2141458291,middle,Barbara J Wold,0,7
A5020008219,W2141458291,last,Lior Pachter,0,8
A5108375431,W2080752012,first,Jürgen Cox,1,0
A5090940750,W2080752012,last,Matthias Mann,0,1
A5069887963,W2103017472,first,Michael Ashburner,1,0
A5113321696,W2103017472,middle,Catherine A. Ball,0,1
A5016349593,W2103017472,middle,Judith A. Blake,0,2
A5077542898,W2103017472,middle,David Botstein,0,3
A5064832872,W2103017472,middle,Heather Butler,0,4
A5058567429,W2103017472,middle,J. Michael Cherry,0,5
A5064334598,W2103017472,middle,Allan P. Davis,0,6
A5037884529,W2103017472,middle,Kara Dolinski,0,7
A5079846682,W2103017472,middle,Selina S. Dwight,0,8
A5006382524,W2103017472,middle,Janan T. Eppig,0,9
A5024953209,W2103017472,middle,Midori A. Harris,0,10
A5029292423,W2103017472,middle,David P. Hill,0,11
A5033504917,W2103017472,middle,Laurie Issel-Tarver,0,12
A5032714338,W2103017472,middle,Andrew Kasarskis,0,13
A5105780503,W2103017472,middle,Suzanna Lewis,0,14
A5016799598,W2103017472,middle,John C. Matese,0,15
A5062064598,W2103017472,middle,Joel E. Richardson,0,16
A5070528752,W2103017472,middle,Martin Ringwald,0,17
A5086255792,W2103017472,middle,Gerald M. Rubin,0,18
A5058333700,W2103017472,last,Gavin Sherlock,0,19
A5016144644,W2053328406,first,Patrice Simon,1,0
A5035467559,W2053328406,last,Yury Gogotsi,0,1
A5058357018,W2014935324,first,A. K. Geim,1,0
A5072248970,W2014935324,last,K. S. Novoselov,0,1
W3003257820-person-0,W3003257820,first,Pauli Virtanen,1,0
W3003257820-person-1,W3003257820,middle,Ralf Gommers,0,1
W3003257820-person-2,W3003257820,middle,Travis E. Oliphant,0,2
W3003257820-person-3,W3003257820,middle,Matt Haberland,0,3
W3003257820-person-4,W3003257820,middle,Tyler Reddy,0,4
W3003257820-person-5,W3003257820,middle,David Cournapeau,0,5
W3003257820-person-6,W3003257820,middle,Evgeni Burovski,0,6
W3003257820-person-7,W3003257820,middle,Pearu Peterson,0,7
W3003257820-person-8,W3003257820,middle,Warren Weckesser,0,8
W3003257820-person-9,W3003257820,middle,Jonathan Bright,0,9
W3003257820-person-10,W3003257820,middle,Stéfan J. van der Walt,0,10
W3003257820-person-11,W3003257820,middle,Matthew Brett,0,11
W3003257820-person-12,W3003257820,middle,Joshua Wilson,0,12
W3003257820-person-13,W3003257820,middle,K. Jarrod Millman,0,13
W3003257820-person-14,W3003257820,middle,Nikolay Mayorov,0,14
W3003257820-person-15,W3003257820,middle,Andrew R. J. Nelson,0,15
W3003257820-person-16,W3003257820,middle,Eric Jones,0,16
W3003257820-person-17,W3003257820,middle,Robert Kern,0,17
W3003257820-person-18,W3003257820,middle,Eric Larson,0,18
W3003257820-person-19,W3003257820,middle,C J Carey,0,19
W3003257820-person-20,W3003257820,middle,İlhan Polat,0,20
W3003257820-person-21,W3003257820,middle,Yu Feng,0,21
W3003257820-person-22,W3003257820,middle,Eric W. Moore,0,22
W3003257820-person-23,W3003257820,middle,Jake VanderPlas,0,23
W3003257820-person-24,W3003257820,middle,Denis Laxalde,0,24
W3003257820-person-25,W3003257820,middle,Josef Perktold,0,25
W3003257820-person-26,W3003257820,middle,Robert Cimrman,0,26
W3003257820-person-27,W3003257820,middle,Ian Henriksen,0,27
W3003257820-person-28,W3003257820,middle,E. A. Quintero,0,28
W3003257820-person-29,W3003257820,middle,Charles R. Harris,0,29
W3003257820-person-30,W3003257820,middle,Anne M. Archibald,0,30
W3003257820-person-31,W3003257820,middle,Antônio H. Ribeiro,0,31
W3003257820-person-32,W3003257820,middle,Fabian Pedregosa,0,32
W3003257820-person-33,W3003257820,middle,Paul van Mulbregt,0,33
W3003257820-person-34,W3003257820,middle,SciPy 1.0 Contributors,0,34
W3003257820-person-35,W3003257820,middle,Aditya Vijaykumar,0,35
W3003257820-person-36,W3003257820,middle,Alessandro Pietro Bardelli,0,36
W3003257820-person-37,W3003257820,middle,Alex Rothberg,0,37
W3003257820-person-38,W3003257820,middle,Andreas Hilboll,0,38
W3003257820-person-39,W3003257820,middle,Andreas Kloeckner,0,39
W3003257820-person-40,W3003257820,middle,Anthony Scopatz,0,40
W3003257820-person-41,W3003257820,middle,Antony Lee,0,41
W3003257820-person-42,W3003257820,middle,Ariel Rokem,0,42
W3003257820-person-43,W3003257820,middle,C. Nathan Woods,0,43
W3003257820-person-44,W3003257820,middle,Chad Fulton,0,44
W3003257820-person-45,W3003257820,middle,Charles Masson,0,45
W3003257820-person-46,W3003257820,middle,Christian Häggström,0,46
W3003257820-person-47,W3003257820,middle,Clark Fitzgerald,0,47
W3003257820-person-48,W3003257820,middle,David A. Nicholson,0,48
W3003257820-person-49,W3003257820,middle,David R. Hagen,0,49
W3003257820-person-50,W3003257820,middle,Dmitrii V. Pasechnik,0,50
W3003257820-person-51,W3003257820,middle,Emanuele Olivetti,0,51
W3003257820-person-52,W3003257820,middle,Eric Martin,0,52
W3003257820-person-53,W3003257820,middle,Eric Wieser,0,53
W3003257820-person-54,W3003257820,middle,Fabrice Silva,0,54
W3003257820-person-55,W3003257820,middle,Felix Lenders,0,55
W3003257820-person-56,W3003257820,middle,Florian Wilhelm,0,56
W3003257820-person-57,W3003257820,middle,G. Young,0,57
W3003257820-person-58,W3003257820,middle,Gavin A. Price,0,58
W3003257820-person-59,W3003257820,middle,Gert-Ludwig Ingold,0,59
W3003257820-person-60,W3003257820,middle,Gregory E. Allen,0,60
W3003257820-person-61,W3003257820,middle,Gregory R. Lee,0,61
W3003257820-person-62,W3003257820,middle,Hervé Audren,0,62
W3003257820-person-63,W3003257820,middle,Irvin Probst,0,63
W3003257820-person-64,W3003257820,middle,Jörg P. Dietrich,0,64
W3003257820-person-65,W3003257820,middle,Jacob Silterra,0,65
W3003257820-person-66,W3003257820,middle,James T Webber,0,66
W3003257820-person-67,W3003257820,middle,Janko Slavič,0,67
W3003257820-person-68,W3003257820,middle,Joel Nothman,0,68
W3003257820-person-69,W3003257820,middle,Johannes Buchner,0,69
W3003257820-person-70,W3003257820,middle,Johannes Kulick,0,70
W3003257820-person-71,W3003257820,middle,Johannes L. Schönberger,0,71
W3003257820-person-72,W3003257820,middle,José Vinícius de Miranda Cardoso,0,72
W3003257820-person-73,W3003257820,middle,Joscha Reimer,0,73
W3003257820-person-74,W3003257820,middle,Joseph Harrington,0,74
W3003257820-person-75,W3003257820,middle,Juan Luis Cano Rodríguez,0,75
W3003257820-person-76,W3003257820,middle,Juan Nunez-Iglesias,0,76
W3003257820-person-77,W3003257820,middle,Justin Kuczynski,0,77
W3003257820-person-78,W3003257820,middle,Kevin Tritz,0,78
W3003257820-person-79,W3003257820,middle,Martin Thoma,0,79
W3003257820-person-80,W3003257820,middle,Matthew Newville,0,80
W3003257820-person-81,W3003257820,middle,Matthias Kümmerer,0,81
W3003257820-person-82,W3003257820,middle,Maximilian Bolingbroke,0,82
W3003257820-person-83,W3003257820,middle,Michael Tartre,0,83
W3003257820-person-84,W3003257820,middle,Mikhail Pak,0,84
W3003257820-person-85,W3003257820,middle,Nathaniel J. Smith,0,85
W3003257820-person-86,W3003257820,middle,Nikolai Nowaczyk,0,86
W3003257820-person-87,W3003257820,middle,Nikolay Shebanov,0,87
W3003257820-person-88,W3003257820,middle,Oleksandr Pavlyk,0,88
W3003257820-person-89,W3003257820,middle,Per A. Brodtkorb,0,89
W3003257820-person-90,W3003257820,middle,Perry Lee,0,90
W3003257820-person-91,W3003257820,middle,Robert T. McGibbon,0,91
W3003257820-person-92,W3003257820,middle,Roman Feldbauer,0,92
W3003257820-person-93,W3003257820,middle,Sam Lewis,0,93
W3003257820-person-94,W3003257820,middle,Sam Tygier,0,94
W3003257820-person-95,W3003257820,middle,Scott Sievert,0,95
W3003257820-person-96,W3003257820,middle,Sebastiano Vigna,0,96
W3003257820-person-97,W3003257820,middle,Stefan Peterson,0,97
W3003257820-person-98,W3003257820,middle,Surhud More,0,98
W3003257820-person-99,W3003257820,middle,Tadeusz Pudlik,0,99
A5004613714,W2614081736,first,Subha Kalyaanamoorthy,1,0
A5019880902,W2614081736,middle,Bui Quang Minh,0,1
A5091416583,W2614081736,middle,Thomas K F Wong,0,2
A5085983122,W2614081736,middle,Arndt von Haeseler,0,3
A5023435254,W2614081736,last,Lars S Jermiin,0,4
A5027561072,W2401404581,first,Benjamin J Callahan,1,0
A5050867199,W2401404581,middle,Paul J McMurdie,0,1
A5053271325,W2401404581,middle,Michael J Rosen,0,2
A5109270097,W2401404581,middle,Andrew W Han,0,3
A5013259998,W2401404581,middle,Amy Jo A Johnson,0,4
A5003674456,W2401404581,last,Susan P Holmes,0,5
A5029419214,W2102278945,first,Daehwan Kim,1,0
A5009556658,W2102278945,middle,Ben Langmead,0,1
