id,display_name,orcid
A5101516462,Wenyan Jiang,https://orcid.org/0000-0002-0593-0296
A5087893982,Luciano A. Marraffini,https://orcid.org/0000-0002-9163-0969
A5100401298,Feng Zhang,https://orcid.org/0000-0003-0178-7995
A5031841140,Hiroyasu Furukawa,https://orcid.org/0000-0002-6082-1738
A5030127969,Kyle E. Cordova,https://orcid.org/0000-0002-4988-0497
A5014703870,M. O’Keeffe,
A5044268160,Omar M. Yaghi,https://orcid.org/0000-0002-5611-3325
A5000173541,Martin Jínek,https://orcid.org/0000-0002-7601-210X
A5062136919,Krzysztof Chylinski,https://orcid.org/0000-0001-7029-8090
A5081033943,Ines Fonfara,https://orcid.org/0000-0003-4075-9217
A5062738098,M. Hauer,https://orcid.org/0000-0001-7463-3191
A5067184382,Jennifer A. Doudna,https://orcid.org/0000-0001-9161-999X
A5074743574,Emmanuelle Charpentier,https://orcid.org/0000-0002-0254-0778
A5006842434,Matthew G. Vander Heiden,https://orcid.org/0000-0002-6702-4192
A5057032257,Lewis C. Cantley,https://orcid.org/0000-0002-1298-7653
A5053752263,Craig B. Thompson,https://orcid.org/0000-0003-3580-2751
A5102758719,Changgu Lee,https://orcid.org/0000-0002-8915-7746
A5042779337,Xiaoding Wei,https://orcid.org/0000-0002-5173-4923
A5084602377,Jeffrey W. Kysar,https://orcid.org/0000-0003-3655-1077
A5007197576,James Hone,https://orcid.org/0000-0002-8084-3301
A5072248970,Kostya S. Novoselov,https://orcid.org/0000-0003-4972-5371
A5058357018,A. K. Geǐm,https://orcid.org/0000-0003-2861-8331
A5088527376,С. В. Морозов,https://orcid.org/0000-0003-3075-7787
A5024028137,Da Jiang,https://orcid.org/0000-0002-4341-2289
A5035053309,Y. Zhang,https://orcid.org/0000-0002-0157-188X
A5072442751,S. V. Dubonos,
A5076577191,I. V. Grigorieva,https://orcid.org/0000-0001-5991-7778
A5001198014,А. А. Firsov,https://orcid.org/0000-0002-9530-874X
A5038976962,Albert-Ĺaszló Barabási,https://orcid.org/0000-0002-4028-3522
A5012905268,Réka Albert,https://orcid.org/0000-0002-9485-0828
A5028050718,Mark F. Pittenger,https://orcid.org/0000-0003-2744-1765
A5108244617,Alastair M. Mackay,
A5103572770,Stephen C. Beck,
A5113643074,Rama K. Jaiswal,
A5010445014,R. Gordon Douglas,
A5109201245,Joseph D. Mosca,
A5112196905,Mark A. Moorman,
A5003416662,Donald W. Simonetti,
A5108530731,Stewart Craig,
A5111606958,Daniel R. Marshak,
A5110114336,James A. Thomson,https://orcid.org/0000-0003-2970-942X
A5112422196,Joseph Itskovitz‐Eldor,
A5110386118,Sander S. Shapiro,
A5078228713,Michelle Waknitz,https://orcid.org/0000-0002-8048-6623
A5089205764,Jennifer J. Swiergiel,
A5109869056,Vivienne S. Marshall,
A5102925448,Jeffrey M. Jones,https://orcid.org/0000-0003-0283-4343
A5026977942,Randall K. Saiki,
A5025753082,David H. Gelfand,
A5075660307,Susanne Stoffel,
A5109113477,Stephen J. Scharf,
A5112087783,Russell Higuchi,
A5082020229,Glenn T. Horn,
A5073738482,Kary B. Mullis,
W2032118018-person-7,Henry A. Erlich,
A5013336788,Scott Kirkpatrick,https://orcid.org/0000-0001-5273-395X
A5043473326,C. D. Gelatt,
A5082059084,M.P. Vecchi,
A5102740532,Robert Axelrod,https://orcid.org/0000-0001-9568-5441
A5053628685,W D Hamilton,
A5111448232,Garrett Hardin,
A5046986222,Roland Geyer,https://orcid.org/0000-0001-7430-1058
A5084129541,Jenna Jambeck,https://orcid.org/0000-0003-1248-7218
A5074822720,Kara Lavender Law,https://orcid.org/0000-0002-5298-6751
A5014978419,Jianjiong Gao,https://orcid.org/0000-0002-5739-1781
A5020220136,Bülent Arman Aksoy,https://orcid.org/0000-0002-0135-2505
A5006798669,Uğur Doğrusöz,https://orcid.org/0000-0002-7153-0784
A5090601001,Gideon Dresdner,
A5026873890,Benjamin Groß,https://orcid.org/0000-0003-4976-8304
A5020961360,S. Onur Sumer,https://orcid.org/0000-0001-9726-9441
A5027373743,Yichao Sun,https://orcid.org/0000-0003-4138-2079
A5049766408,Anders J. Skanderup,https://orcid.org/0000-0001-6847-4980
A5039042860,Rileen Sinha,https://orcid.org/0000-0001-5497-5055
A5050629872,Erik Larsson,https://orcid.org/0000-0003-1400-0119
A5071787046,Ethan Cerami,https://orcid.org/0009-0009-2340-4490
A5008166270,Chris Sander,https://orcid.org/0000-0001-6059-6270
A5033125884,Nikolaus Schultz,https://orcid.org/0000-0002-0131-4904
A5067974158,Mark D. Wilkinson,https://orcid.org/0000-0001-6960-357X
A5044836472,Michel Dumontier,https://orcid.org/0000-0003-4727-9435
A5028351438,IJsbrand Jan Aalbersberg,https://orcid.org/0000-0002-0209-4480
A5030388625,Gabrielle Appleton,https://orcid.org/0000-0003-0179-7384
A5027743525,Myles Axton,https://orcid.org/0000-0002-8042-4131
A5103172054,Arie Baak,https://orcid.org/0000-0003-2829-6715
A5010916394,Niklas Blomberg,https://orcid.org/0000-0003-4155-5910
A5069885178,Jan‐Willem Boiten,https://orcid.org/0000-0003-0327-638X
A5067310105,Luiz Olavo Bonino da Silva Santos,https://orcid.org/0000-0002-1164-1351
A5075833022,Philip E. Bourne,https://orcid.org/0000-0002-7618-7292
A5061463439,Jildau Bouwman,https://orcid.org/0000-0002-9396-0646
A5007022165,Anthony J. Brookes,https://orcid.org/0000-0001-8686-0017
A5007020202,Tim W. Clark,https://orcid.org/0000-0003-4060-7360
A5056421325,Mercè Crosas,https://orcid.org/0000-0003-1304-1939
A5086032272,Ingrid Dillo,https://orcid.org/0000-0001-5654-2392
A5050655123,Olivier Dumon,https://orcid.org/0000-0001-8599-7345
A5091565842,Scott Edmunds,https://orcid.org/0000-0001-6444-1436
A5075750072,Chris T. Evelo,https://orcid.org/0000-0002-5301-3142
A5091360374,Richard Finkers,https://orcid.org/0000-0002-4368-8058
A5086246448,Alejandra González-Beltrán,https://orcid.org/0000-0003-3499-8262
A5016133956,Alasdair J. G. Gray,https://orcid.org/0000-0002-5711-4872
A5034924491,Paul Groth,https://orcid.org/0000-0003-0183-6910
A5027899893,Carole Goble,https://orcid.org/0000-0003-1219-2137
A5076014872,Jeffrey S. Grethe,https://orcid.org/0000-0001-5212-7052
A5103164604,Jaap Heringa,https://orcid.org/0000-0001-8641-4930
A5021033668,Peter A.C. ’t Hoen,https://orcid.org/0000-0003-4450-3112
A5033074461,Rob Hooft,https://orcid.org/0000-0001-6825-9439
A5016394820,Tobias Kuhn,https://orcid.org/0000-0002-1267-0234
A5069864756,Ruben Kok,
A5012010960,Joost N. Kok,https://orcid.org/0000-0002-7352-1400
A5076459682,Scott J. Lusher,https://orcid.org/0000-0003-2401-4223
A5061037631,Maryann E. Martone,https://orcid.org/0000-0002-8406-3871
A5082106745,Albert Mons,https://orcid.org/0000-0001-8038-7572
A5074742346,Abel L. Packer,https://orcid.org/0000-0001-9610-5728
A5052620448,Bengt Persson,https://orcid.org/0000-0003-3165-5344
A5018395535,Philippe Rocca‐Serra,https://orcid.org/0000-0001-9853-5668
A5021179422,Marco Roos,https://orcid.org/0000-0002-8691-772X
A5010012493,René van Schaik,
A5008806860,Susanna‐Assunta Sansone,https://orcid.org/0000-0001-5306-5690
A5043231938,Erik Schultes,https://orcid.org/0000-0001-8888-635X
A5027225010,Thierry Sengstag,https://orcid.org/0000-0002-7516-6246
A5003303412,Ted Slater,https://orcid.org/0000-0003-1386-0731
A5082263504,George Strawn,https://orcid.org/0000-0003-4098-0464
A5052368642,Morris A. Swertz,https://orcid.org/0000-0002-0979-3401
A5039828193,Mark Thompson,https://orcid.org/0000-0002-7633-1442
A5023215576,Johan van der Lei,https://orcid.org/0000-0002-9203-3410
A5053857782,Erik M. van Mulligen,https://orcid.org/0000-0003-1377-9386
A5001384753,Jan Velterop,https://orcid.org/0000-0002-4836-6568
A5048705669,Andra Waagmeester,https://orcid.org/0000-0001-9773-4008
A5056816256,Peter Wittenburg,https://orcid.org/0000-0003-3538-0106
A5087859284,Katherine Wolstencroft,https://orcid.org/0000-0002-1279-5133
A5100744623,Jun Zhao,https://orcid.org/0000-0001-6935-9028
A5070745825,Barend Mons,
A5050526698,Michiru Nishita,https://orcid.org/0000-0001-5352-173X
A5107657538,Seung‐Yeol Park,https://orcid.org/0000-0001-5061-4535
A5045599140,Tadashi Nishio,
A5025596722,Koki Kamizaki,
A5100398365,Zhichao Wang,
A5026483005,Kota Tamada,https://orcid.org/0000-0002-6575-6189
A5001786419,Toru Takumi,https://orcid.org/0000-0001-7153-266X
A5106133480,Ryuju Hashimoto,
A5000652565,Hiroki Otani,https://orcid.org/0000-0002-0331-3008
A5040274092,Gregory J. Pazour,https://orcid.org/0000-0002-6285-8796
A5061082822,Victor W. Hsu,https://orcid.org/0000-0002-6763-4636
A5008413640,Yasuhiro Minami,https://orcid.org/0000-0003-3514-4285
A5088300158,Antoine Daina,https://orcid.org/0000-0002-0074-7601
A5009968141,Olivier Michielin,https://orcid.org/0000-0003-4926-6355
A5049236772,Vincent Zoete,https://orcid.org/0000-0002-2336-6537
A5079208483,Nees Jan van Eck,https://orcid.org/0000-0001-8448-4521
A5027467000,Ludo Waltman,https://orcid.org/0000-0001-8249-1752
A5003077083,Michael Newman,https://orcid.org/0000-0002-9305-5742
A5070851390,Murray W. Johns,https://orcid.org/0000-0001-7195-3173
A5084106347,Helmut R. Wagner,
A5109562869,Linton C. Freeman,
A5036983792,Steven K. Boyd,https://orcid.org/0000-0002-2930-5997
A5069598493,Laurent El Ghaoui,https://orcid.org/0000-0002-0499-5610
A5033911409,Eric Feron,
A5022664058,V. Balakrishnan,https://orcid.org/0000-0001-9284-2202
A5067803369,Michael W. Browne,
A5032625379,Robert Cudeck,
A5052129734,M Abraham,https://orcid.org/0000-0001-6363-2521
A5073365583,Teemu J. Murtola,https://orcid.org/0000-0003-2932-9590
A5041396463,Roland Schulz,https://orcid.org/0000-0003-1603-2413
A5009705616,Szilárd Páll,https://orcid.org/0000-0003-0603-5514
A5018366869,Jeremy C. Smith,https://orcid.org/0000-0002-2978-3227
A5050108763,Berk Hess,https://orcid.org/0000-0002-7498-7763
A5008875190,Erik Lindahl,https://orcid.org/0000-0002-2734-2794
A5021166281,George W. Snedecor,
A5067074103,Allan Walkley,
A5110178553,I. ARMSTRONG BLACK,
A5067513167,Martinus Th. van Genuchten,https://orcid.org/0000-0003-1654-8858
A5013327075,Michael C. Munger,https://orcid.org/0000-0002-2160-487X
A5111418782,Douglass C. North,
A5028474518,David H. Brainard,https://orcid.org/0000-0001-9827-543X
A5108251783,J. Friedman,
A5028277431,H. Akaike,
A5113535594,Edward L. Kaplan,
A5103404782,Paul Meier,
A5103401463,D. R. Cox,
A5084078930,Kimberlé W. Crenshaw,
A5072009257,Léon Festinger,
A5044319865,W. N. Venables,
A5006582101,B. D. Ripley,
A5074093929,Andrew Gelman,https://orcid.org/0000-0002-6975-2601
A5111843956,Alain F. Zuur,
A5012910967,Elena N. Ieno,
A5110696956,N. P. J. Walker,
A5048370266,Anatoly A. Saveliev,https://orcid.org/0000-0002-6270-7744
A5103385359,Graham M. Smith,
A5031195893,Julian P. T. Higgins,https://orcid.org/0000-0002-8323-2514
A5103553598,Simon G. Thompson,
A5016373986,David J. Teece,https://orcid.org/0000-0002-0485-798X
A5070610744,Gary P. Pisano,https://orcid.org/0000-0002-5256-2019
A5030458650,Amy Shuen,
A5029664893,Birger Wernerfelt,
A5045479885,Li‐tze Hu,
A5065916093,Peter M. Bentler,https://orcid.org/0000-0002-9440-721X
A5101670626,Riccardo Poli,https://orcid.org/0000-0003-4612-0780
A5078630420,Tim Blackwell,https://orcid.org/0000-0002-2886-8931
A5048208979,Fredrik Ronquist,https://orcid.org/0000-0002-3929-251X
A5058899830,Maxim Teslenko,
A5086733446,Paul van der Mark,https://orcid.org/0000-0002-1624-2296
A5112398863,Daniel L. Ayres,
A5047169338,Aaron E. Darling,https://orcid.org/0000-0003-2397-7925
A5110768391,Sebastian Höhna,
A5053292653,Bret Larget,
A5100322392,Liang Liu,https://orcid.org/0000-0003-0568-4264
A5039905606,Marc A. Suchard,https://orcid.org/0000-0001-9818-479X
A5068909032,John P. Huelsenbeck,https://orcid.org/0000-0002-3050-9997
A5034589995,Jean-François Dufayard,
A5088743342,Vincent Lefort,https://orcid.org/0000-0003-2864-4783
A5046692009,Maria Anisimova,https://orcid.org/0000-0001-8145-7966
A5053511679,Wim Hordijk,https://orcid.org/0000-0002-0223-6194
A5079627910,Stéphane Guindon,https://orcid.org/0000-0002-3665-8096
A5078068308,Olivier Gascuel,https://orcid.org/0000-0002-9412-9723
A5026923999,Mourad Ouzzani,https://orcid.org/0000-0002-4035-3025
A5048380144,Hossam M. Hammady,
A5045912789,Zbys Fedorowicz,https://orcid.org/0000-0003-3952-965X
A5089912733,Ahmed K. Elmagarmid,https://orcid.org/0000-0002-0044-458X
W2161374186-person-0,PRISMA-P Group,
A5068353058,David Moher,https://orcid.org/0000-0003-2434-4206
A5091561305,Larissa Shamseer,https://orcid.org/0000-0003-3690-3378
A5068789733,Mike Clarke,https://orcid.org/0000-0002-2926-7257
A5043048253,Davina Ghersi,https://orcid.org/0000-0002-9712-1604
A5113499690,Alessandro Liberati,
A5055244038,Mark Petticrew,https://orcid.org/0000-0002-6378-5517
A5109914479,Paul Shekelle,
A5082927689,Lesley Stewart,https://orcid.org/0000-0003-0287-4724
W2034562813-person-0,"Draper, Norman Richard",
W2034562813-person-1,"Smith, Harry",
A5045836736,Yuhai Wu,
A5110163574,Keith E. Muller,
A5114015857,D. B. Owen,
A5053484459,Milton Abramowitz,
A5078393948,Irene A. Stegun,
A5016597149,Roberto D’Amico,https://orcid.org/0000-0002-3211-6687
A5051460895,Shaun Purcell,https://orcid.org/0000-0002-7402-5812
A5015235673,Benjamin M. Neale,https://orcid.org/0000-0003-1513-6077
A5059286326,Katherine EO Todd-Brown,https://orcid.org/0000-0002-3109-8130
A5112983468,L. Odong Thomas,
A5074490470,Manuel A. R. Ferreira,https://orcid.org/0000-0001-9059-1825
A5085836147,D.B. Bender,https://orcid.org/0000-0001-6503-6221
A5026130275,Julian Maller,https://orcid.org/0000-0002-1565-9559
A5113577680,Pamela Sklar,
A5066704276,Paul I. W. de Bakker,https://orcid.org/0000-0001-7735-7858
A5107596541,Mark J. Daly,https://orcid.org/0000-0002-0949-8752
A5018516395,Pak C. Sham,https://orcid.org/0000-0002-2533-7270
A5069849313,S. Kullback,
A5044153519,R. A. Leibler,
A5108435406,B. Efron,
A5017158718,Adam G. Riess,https://orcid.org/0000-0002-6124-1196
A5013055860,P. Challis,
A5067881179,A. Clocchiatti,https://orcid.org/0000-0003-3068-4258
A5066147484,Alan H. Diercks,https://orcid.org/0000-0002-5236-6130
A5024387678,P. Garnavich,https://orcid.org/0000-0003-4069-2817
A5112658480,Ron Gilliland,
A5032945933,Craig J. Hogan,https://orcid.org/0000-0002-1433-8841
A5018303472,Saurabh W. Jha,https://orcid.org/0000-0001-8738-6011
A5085107775,R. Kirshner,https://orcid.org/0000-0002-1966-3942
A5081952162,B. Leibundgut,https://orcid.org/0000-0002-4413-7733
A5077055351,M. M. Phillips,https://orcid.org/0000-0003-2734-0796
A5087598092,David J. Reiss,https://orcid.org/0000-0001-5392-3034
A5023063594,B. Schmidt,https://orcid.org/0000-0002-8538-9195
A5108120339,R. A. Schommer,
A5104475182,R. Chris Smith,
A5037626921,J. Spyromilio,https://orcid.org/0000-0001-6815-4055
A5090973034,C. W. Stubbs,https://orcid.org/0000-0003-0347-1724
A5022259389,N. B. Suntzeff,https://orcid.org/0000-0002-8102-181X
A5054211742,J. Tonry,https://orcid.org/0000-0003-2858-9657
A5030135192,S. Perlmutter,https://orcid.org/0000-0002-4436-4661
A5039362833,G. Aldering,
A5109528453,G. Goldhaber,
A5109455558,R. A. Knop,
A5072900037,P. Nugent,https://orcid.org/0000-0002-3389-0586
A5076052276,P. G. Castro,https://orcid.org/0000-0002-3064-8831
A5049629462,Susana E. Deustua,https://orcid.org/0000-0003-2823-360X
A5030344172,S. Fabbro,https://orcid.org/0000-0003-2239-7988
A5021501281,A. Goobar,https://orcid.org/0000-0002-4163-4996
A5108780724,D. E. Groom,
A5005876349,I. Hook,https://orcid.org/0000-0002-2960-978X
A5002013850,Alex Kim,https://orcid.org/0000-0001-6315-8743
A5019243934,M. Y. Kim,
A5014968083,J. C. Lee,
A5000856599,N. J. Nunes,https://orcid.org/0000-0002-3837-6914
A5064867579,R. Pain,https://orcid.org/0000-0003-4016-6067
A5003889596,C. Pennypacker,
A5056247138,R. Quimby,https://orcid.org/0000-0001-9171-5236
A5080812976,C. Lidman,https://orcid.org/0000-0003-1731-0497
A5079173006,Richard S. Ellis,https://orcid.org/0000-0001-7782-7071
A5049067083,M. J. Irwin,https://orcid.org/0000-0002-2191-9038
A5003040118,R. G. McMahon,https://orcid.org/0000-0001-8447-8869
A5023599143,P. Ruiz‐Lapuente,
A5065346852,N. A. Walton,https://orcid.org/0000-0003-3983-8778
A5044617944,Bradley E. Schaefer,https://orcid.org/0000-0002-2659-8763
A5106512453,B. J. Boyle,
A5044578338,A. V. Filippenko,https://orcid.org/0000-0003-3460-0103
A5016979058,T. Matheson,https://orcid.org/0000-0001-6685-0479
A5055371146,A. S. Fruchter,https://orcid.org/0000-0002-6652-9279
A5004420981,N. Panagia,https://orcid.org/0000-0002-2515-5653
A5026949185,Heidi Jo Newberg,https://orcid.org/0000-0001-8348-0983
A5040765134,W. J. Couch,https://orcid.org/0000-0001-5005-3125
A5106717193,The Supernova Cosmology Project,
A5111791838,R. Mead,
A5084654258,Brian J. Loasby,
A5109805326,Richard R. Nelson,
A5103445562,Sidney G. Winter,
A5111921036,M. P. Lawton,
A5109308238,Elaine Brody,
A5109158438,Edward S. Reynolds,
A5042863303,Stefan Grimme,https://orcid.org/0000-0002-5844-4371
A5064817771,Jens Antony,
A5046284587,Stephan Ehrlich,https://orcid.org/0000-0002-6594-4710
A5011411945,Helge Krieg,
A5005340330,Giovanni Bussi,https://orcid.org/0000-0001-9216-5782
A5014039622,Davide Donadio,https://orcid.org/0000-0002-2150-4182
A5023487560,Michele Parrinello,https://orcid.org/0000-0001-6550-3272
A5088114045,Jochen Heyd,
A5016283866,Gustavo E. Scuseria,https://orcid.org/0000-0002-4635-8126
A5053648717,Matthias Ernzerhof,https://orcid.org/0000-0001-5679-8902
A5047676104,Graeme Henkelman,https://orcid.org/0000-0002-0336-7153
A5010358439,Blas P. Uberuaga,https://orcid.org/0000-0001-6934-6219
A5051422609,Hannes Jónsson,https://orcid.org/0000-0001-8285-5421
A5069821016,Carlo Adamo,https://orcid.org/0000-0002-2638-2735
A5083221636,Vincenzo Barone,https://orcid.org/0000-0001-6420-4107
A5045067759,Ulrich Essmann,
A5022509779,L. Perera,https://orcid.org/0000-0003-0823-1631
A5017660699,Max L. Berkowitz,https://orcid.org/0000-0002-9116-0362
A5064659131,Hsing Lee,
A5015077264,Axel D. Becke,https://orcid.org/0000-0002-6668-7728
A5108489476,Tom Darden,
A5076436548,Darrin M. York,https://orcid.org/0000-0002-9193-7055
A5008226395,Lee G. Pedersen,https://orcid.org/0000-0003-1262-9861
A5075316492,Thom H. Dunning,https://orcid.org/0000-0002-3290-6507
A5109557719,Shūichi Nosé,
A5083564020,Herman J. C. Berendsen,
A5104669390,Johan P. M. Postma,
A5063856246,Wilfred F. van Gunsteren,https://orcid.org/0000-0002-9583-7019
A5057597679,A. DiNola,
A5027962573,J.R. Haak,
A5053850265,William L. Jorgensen,https://orcid.org/0000-0002-3993-9520
A5113983144,Jayaraman Chandrasekhar,
A5003571956,Jeffry D. Madura,https://orcid.org/0000-0001-6117-2218
A5070881659,Roger Impey,
A5068247471,Michael L. Klein,https://orcid.org/0000-0002-0027-9262
A5109987723,R. Krishnan,
A5113659521,J. Stephen Binkley,
A5013419773,Rolf Seeger,
A5052626400,Warren J. Hehre,https://orcid.org/0000-0003-4138-8569
A5088465776,R. Ditchfield,https://orcid.org/0000-0003-3984-1360
A5007322687,N. Metropolis,
A5009563598,Arianna W. Rosenbluth,
A5110000776,M. N. Rosenbluth,
A5080021425,Augusta H. Teller,
A5034295195,Edward Teller,
A5088889997,David V. Sheehan,https://orcid.org/0000-0002-5118-7050
A5110890240,Andrei Shleifer,
A5042883498,Robert W. Vishny,https://orcid.org/0009-0000-0539-9872
A5062890794,Mark M. Carhart,
A5071476945,Burton G. Malkiel,https://orcid.org/0009-0003-3388-1211
A5111539706,William F. Sharpe,
A5038364281,Sander L. Gilman,https://orcid.org/0000-0002-4630-390X
A5023188928,Gilles Deleuze,
A5035676266,Félix Guattari,
A5010878774,Brian Massumi,https://orcid.org/0000-0001-9559-7767
A5091820687,Eugene F. Fama,
A5068490503,Michael C. Jensen,https://orcid.org/0000-0001-9084-1361
A5079243605,Joe F. Hair,
A5087109003,Christian M. Ringle,https://orcid.org/0000-0002-7027-8804
A5053369574,Marko Sarstedt,https://orcid.org/0000-0002-5424-4268
A5091297567,Harris Chaiklin,
A5035946951,Mara Averick,https://orcid.org/0000-0001-9659-6192
A5006181710,Jennifer Bryan,https://orcid.org/0000-0002-6983-2759
A5004351971,Winston Chang,https://orcid.org/0000-0002-1576-2126
A5070177612,Lucy D’Agostino McGowan,https://orcid.org/0000-0001-7297-9359
A5034098815,Romain François,https://orcid.org/0000-0002-2444-4226
A5022190510,Garrett Grolemund,https://orcid.org/0000-0002-7765-6011
A5068971199,Alex Hayes,https://orcid.org/0000-0002-4985-5160
A5024016990,L. Banziiaf Henry,https://orcid.org/0000-0002-8143-5908
A5071846278,Jim Hester,https://orcid.org/0000-0002-2739-7082
A5036328726,Max Kühn,https://orcid.org/0000-0003-2402-136X
A5012646041,Thomas Lin Pedersen,https://orcid.org/0000-0002-5147-4711
A5110811743,Evan Miller,
A5097324925,Stephan Bache,
A5056500617,Kirill Müller,https://orcid.org/0000-0002-1416-3412
A5065692332,Jeroen Ooms,https://orcid.org/0000-0002-4035-0289
A5006710383,David M. Robinson,https://orcid.org/0000-0001-8466-088X
A5049556104,Dana P. Seidel,https://orcid.org/0000-0002-9088-5767
A5015379340,Vitalie Spinu,https://orcid.org/0000-0002-2138-3413
A5011662069,Kohske Takahashi,https://orcid.org/0000-0001-6076-4828
A5040916225,Davis Vaughan,https://orcid.org/0000-0003-4777-038X
A5070411498,Claus O. Wilke,https://orcid.org/0000-0002-7470-9261
A5004427441,Kara Woo,https://orcid.org/0000-0002-5125-4188
A5007383633,Hiroaki Yutani,https://orcid.org/0000-0002-3385-7233
A5113642947,Philip J. Stephens,
A5055873905,F. J. Devlin,
A5020026036,Cary F. Chabalowski,
A5025938207,Michael J. Frisch,https://orcid.org/0000-0001-7043-9690
A5111564046,A. Bondì,
A5061017744,Aleksandr V. Marenich,https://orcid.org/0000-0003-0288-843X
A5048985028,Christopher J. Cramer,https://orcid.org/0000-0001-5048-1859
A5030452986,A. L. Hodgkin,
A5113678219,A. F. Huxley,
A5079554237,Linda P. Fried,https://orcid.org/0000-0002-0815-1706
A5026563364,Catherine M. Tangen,https://orcid.org/0000-0001-8825-8660
A5086987637,Jeremy Walston,https://orcid.org/0000-0002-6965-2723
A5089458669,Anne B. Newman,https://orcid.org/0000-0002-0106-1150
A5031077891,Calvin H. Hirsch,https://orcid.org/0000-0001-6516-9307
A5030882947,John S. Gottdiener,https://orcid.org/0000-0003-0869-4265
A5091406579,Teresa E. Seeman,https://orcid.org/0000-0001-8583-4239
A5048908501,Russell P. Tracy,https://orcid.org/0000-0002-0080-2420
A5083447971,Willem J. Kop,https://orcid.org/0000-0003-3141-4815
A5036551563,Gregory L. Burke,https://orcid.org/0000-0002-9347-7873
A5072451833,Mary Ann McBurnie,https://orcid.org/0000-0003-0314-220X
A5012294253,Fei Zhou,https://orcid.org/0000-0002-9871-4882
A5102865683,Ronghui Du,https://orcid.org/0000-0001-6416-5531
A5100414097,Ying Liu,https://orcid.org/0000-0001-9385-992X
A5100748265,Zhibo Liu,https://orcid.org/0000-0001-9210-156X
A5018032427,Jie Xiang,https://orcid.org/0000-0003-3494-5072
A5077957037,Bin Song,https://orcid.org/0000-0002-7269-2101
A5065156494,Lulu Guan,
A5100707411,Yuan Wei,https://orcid.org/0000-0003-3387-7549
A5034485071,Hui Li,https://orcid.org/0000-0002-5750-0722
A5003556048,Xudong Wu,https://orcid.org/0000-0001-9594-479X
A5001851890,Shengjin Tu,
A5100388089,Yi Zhang,https://orcid.org/0000-0001-9861-4681
A5110426873,Hua Chen,https://orcid.org/0000-0002-9402-565X
A5101545030,Chaolin Huang,https://orcid.org/0000-0001-6240-7963
A5101454711,Yeming Wang,https://orcid.org/0000-0003-4343-9606
A5101925685,Xingwang Li,https://orcid.org/0009-0001-5424-6722
A5005176337,Lili Ren,https://orcid.org/0000-0002-6645-8183
A5052152159,Jianping Zhao,https://orcid.org/0000-0003-3057-5617
A5031491320,Yi Hu,https://orcid.org/0000-0002-2882-5210
A5082759663,Guohui Fan,https://orcid.org/0000-0003-2299-3560
A5062226704,Jiuyang Xu,https://orcid.org/0000-0002-1906-5918
A5101081875,Xiaoying Gu,
A5101711490,Zhenshun Cheng,https://orcid.org/0000-0002-7387-496X
A5103981505,Wenjuan Wu,
A5037416293,Xuelei Xie,
A5014572115,Wen Yin,https://orcid.org/0000-0002-1393-7682
A5057824494,Hui Li,https://orcid.org/0000-0002-8751-3065
A5045493285,Min Liu,https://orcid.org/0000-0003-1298-4441
A5100606060,Xiao Yan,https://orcid.org/0000-0001-7626-2128
A5101633148,Hong Gao,https://orcid.org/0000-0002-2488-8695
A5070771101,Li Guo,https://orcid.org/0000-0002-0184-6847
A5058709579,Jungang Xie,https://orcid.org/0000-0001-9037-3027
A5013568062,Guangfa Wang,https://orcid.org/0000-0001-5949-2124
A5112776266,Rongmeng Jiang,
A5026007726,Zhancheng Gao,https://orcid.org/0000-0002-8495-9221
A5100637146,Qi Jin,https://orcid.org/0000-0002-3586-6344
A5100424784,Jianwei Wang,https://orcid.org/0000-0002-1116-4559
A5100613209,Bin Cao,https://orcid.org/0000-0001-6991-0350
A5079000753,Nanshan Chen,https://orcid.org/0000-0003-2249-4892
A5049496067,Min Zhou,https://orcid.org/0000-0002-8718-8506
A5059448769,Xuan Dong,https://orcid.org/0000-0002-5853-2136
A5102001216,Jieming Qu,https://orcid.org/0000-0003-4517-9473
A5087860738,Fengyun Gong,
A5100657871,Yang Han,https://orcid.org/0009-0001-9675-512X
A5015539974,Yang Qiu,https://orcid.org/0000-0001-5152-1242
A5018313165,Jingli Wang,
A5100414285,Ying Liu,https://orcid.org/0000-0002-6540-0473
A5100344847,Yuan Wei,https://orcid.org/0000-0002-4025-6567
A5024929222,Jiaan Xia,
A5100655339,Ting Yu,https://orcid.org/0000-0003-4096-8975
A5100375454,Xinxin Zhang,https://orcid.org/0000-0002-0598-6425
A5100425676,Li Zhang,https://orcid.org/0000-0002-9687-8293
A5007119101,Theo Vos,https://orcid.org/0000-0002-5690-5365
A5112677199,Stephen S Lim,https://orcid.org/0009-0008-2734-3165
A5022331752,Cristiana Abbafati,https://orcid.org/0000-0003-2811-6251
A5020081921,Kaja Abbas,https://orcid.org/0000-0003-0563-1576
A5103201651,Mohammad Abbasi,https://orcid.org/0000-0002-9261-9489
A5016971429,Mitra Abbasifard,https://orcid.org/0000-0001-8149-8549
A5038454257,Mohsen Abbasi‐Kangevari,https://orcid.org/0000-0001-8405-7482
A5039134870,Hedayat Abbastabar,https://orcid.org/0000-0002-5713-4806
A5081409858,Foad Abd-Allah,https://orcid.org/0000-0001-8308-5756
A5004128917,Ahmed Abdelalim,https://orcid.org/0000-0001-6445-5539
A5068915111,Mohammad Abdollahı,https://orcid.org/0000-0003-0123-1209
